881,The War in the Air,H.G. Wells,Science Fiction,1
882,Men Like Gods,H.G. Wells,Science Fiction,1
883,The Dream,H.G. Wells,Science Fiction,1
884,Star Begotten,H.G. Wells,Science Fiction,1
885,The Croquet Player,H.G. Wells,Science Fiction,1
886,The Outline of History,H.G. Wells,Non-Fiction,1
887,A Short History of the World,H.G. Wells,Non-Fiction,1
888,The Science of Life,H.G. Wells,Non-Fiction,1
889,The Work Wealth and Happiness of Mankind,H.G. Wells,Non-Fiction,1
890,Tono-Bungay,H.G. Wells,Fiction,1
891,Ann Veronica,H.G. Wells,Fiction,1
892,The History of Mr Polly,H.G. Wells,Fiction,1
893,Kipps,H.G. Wells,Fiction,1
894,Love and Mr Lewisham,H.G. Wells,Fiction,1
895,The Wheels of Chance,H.G. Wells,Fiction,1
896,The New Machiavelli,H.G. Wells,Fiction,1
897,Boon,H.G. Wells,Fiction,1
898,The Research Magnificent,H.G. Wells,Fiction,1
899,The Wonderful Visit,H.G. Wells,Fiction,1
900,The Sea Lady,H.G. Wells,Fiction,1
901,The Wife of Sir Isaac Harman,H.G. Wells,Fiction,1
902,The Undying Fire,H.G. Wells,Fiction,1
903,The Soul of a Bishop,H.G. Wells,Fiction,1
904,The Secret Places of the Heart,H.G. Wells,Fiction,1
905,Meanwhile,H.G. Wells,Fiction,1
906,The Autocracy of Mr Parham,H.G. Wells,Fiction,1
907,The Bulpington of Blup,H.G. Wells,Fiction,1
908,The Holy Terror,H.G. Wells,Fiction,1
909,Apropos of Dolores,H.G. Wells,Fiction,1
910,Brynhild,H.G. Wells,Fiction,1
911,The Happy Turning,H.G. Wells,Fiction,1
912,All Aboard for Ararat,H.G. Wells,Fiction,1
913,The Camford Visitation,H.G. Wells,Fiction,1
914,The Short Stories of H.G. Wells,H.G. Wells,Short Stories,1
915,The Door in the Wall and Other Stories,H.G. Wells,Short Stories,1
916,The Country of the Blind and Other Stories,H.G. Wells,Short Stories,1
917,The Stolen Bacillus and Other Incidents,H.G. Wells,Short Stories,1
918,The Plattner Story and Others,H.G. Wells,Short Stories,1
919,Tales of Space and Time,H.G. Wells,Short Stories,1
920,Twelve Stories and a Dream,H.G. Wells,Short Stories,1
921,The Collected Short Stories of H.G. Wells,H.G. Wells,Short Stories,1
922,Experiment in Autobiography,H.G. Wells,Autobiography,1
923,The Last Interview and Other Conversations,H.G. Wells,Interviews,1
924,The Brothers Karamazov,Fyodor Dostoevsky,Fiction,1
925,Crime and Punishment,Fyodor Dostoevsky,Fiction,1
926,The Idiot,Fyodor Dostoevsky,Fiction,1
927,Demons,Fyodor Dostoevsky,Fiction,1
928,The Adolescent,Fyodor Dostoevsky,Fiction,1
929,Notes from Underground,Fyodor Dostoevsky,Fiction,1
930,The Gambler,Fyodor Dostoevsky,Fiction,1
931,White Nights,Fyodor Dostoevsky,Fiction,1
932,The Double,Fyodor Dostoevsky,Fiction,1
933,Poor Folk,Fyodor Dostoevsky,Fiction,1
934,The House of the Dead,Fyodor Dostoevsky,Fiction,1
935,The Insulted and Injured,Fyodor Dostoevsky,Fiction,1
936,The Village of Stepanchikovo,Fyodor Dostoevsky,Fiction,1
937,The Eternal Husband,Fyodor Dostoevsky,Fiction,1
938,A Writer's Diary,Fyodor Dostoevsky,Non-Fiction,1
939,The Diary of a Writer,Fyodor Dostoevsky,Non-Fiction,1
940,Winter Notes on Summer Impressions,Fyodor Dostoevsky,Non-Fiction,1
941,Complete Letters,Fyodor Dostoevsky,Letters,1
942,The Grand Inquisitor,Fyodor Dostoevsky,Fiction,1
943,Notes from a Dead House,Fyodor Dostoevsky,Fiction,1
944,The Dream of a Ridiculous Man,Fyodor Dostoevsky,Fiction,1
945,The Double and The Gambler,Fyodor Dostoevsky,Fiction,1
946,The Best Short Stories of Fyodor Dostoevsky,Fyodor Dostoevsky,Short Stories,1
947,War and Peace,Leo Tolstoy,Fiction,1
948,Anna Karenina,Leo Tolstoy,Fiction,1
949,The Death of Ivan Ilyich,Leo Tolstoy,Fiction,1
950,Resurrection,Leo Tolstoy,Fiction,1
951,The Cossacks,Leo Tolstoy,Fiction,1
952,The Kreutzer Sonata,Leo Tolstoy,Fiction,1
953,Hadji Murat,Leo Tolstoy,Fiction,1
954,Childhood,Leo Tolstoy,Fiction,1
955,Boyhood,Leo Tolstoy,Fiction,1
956,Youth,Leo Tolstoy,Fiction,1
957,Sevastopol Sketches,Leo Tolstoy,Fiction,1
958,The Forged Coupon,Leo Tolstoy,Fiction,1
959,The Devil,Leo Tolstoy,Fiction,1
960,Father Sergius,Leo Tolstoy,Fiction,1
961,The Raid,Leo Tolstoy,Fiction,1
962,A Confession,Leo Tolstoy,Non-Fiction,1
963,The Kingdom of God Is Within You,Leo Tolstoy,Non-Fiction,1
964,What Is Art?,Leo Tolstoy,Non-Fiction,1
965,A Calendar of Wisdom,Leo Tolstoy,Non-Fiction,1
966,The Law of Love and the Law of Violence,Leo Tolstoy,Non-Fiction,1
967,What Then Must We Do?,Leo Tolstoy,Non-Fiction,1
968,Tolstoy's Diaries,Leo Tolstoy,Diaries,1
969,Tolstoy's Letters,Leo Tolstoy,Letters,1
970,The Collected Short Fiction of Leo Tolstoy,Leo Tolstoy,Short Stories,1
971,Master and Man,Leo Tolstoy,Fiction,1
972,How Much Land Does a Man Need?,Leo Tolstoy,Fiction,1
973,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,Fiction,1
974,Childhood Boyhood Youth,Leo Tolstoy,Fiction,1
975,The Gospel in Brief,Leo Tolstoy,Non-Fiction,1
976,On Life and Essays on Religion,Leo Tolstoy,Non-Fiction,1
977,Family Happiness,Leo Tolstoy,Fiction,1
978,The Power of Darkness,Leo Tolstoy,Play,1
979,The Living Corpse,Leo Tolstoy,Play,1
980,The Light Shines in Darkness,Leo Tolstoy,Play,1
981,Fruits of Culture,Leo Tolstoy,Play,1
982,The Cause of It All,Leo Tolstoy,Play,1
983,The First Distiller,Leo Tolstoy,Play,1
984,The Wisdom of Leo Tolstoy,Leo Tolstoy,Non-Fiction,1
985,Patriotism and Government,Leo Tolstoy,Non-Fiction,1
986,Last Steps: The Late Writings of Leo Tolstoy,Leo Tolstoy,Non-Fiction,1
987,Divine and Human and Other Stories,Leo Tolstoy,Fiction,1
988,Walk in the Light and Twenty-Three Tales,Leo Tolstoy,Fiction,1
989,Great Short Works of Leo Tolstoy,Leo Tolstoy,Fiction,1
990,My Religion,Leo Tolstoy,Non-Fiction,1
991,The Last Interview and Other Conversations,Leo Tolstoy,Interviews,1
992,The Cherry Orchard,Anton Chekhov,Play,1
993,The Seagull,Anton Chekhov,Play,1
994,Uncle Vanya,Anton Chekhov,Play,1
995,Three Sisters,Anton Chekhov,Play,1
996,Ivanov,Anton Chekhov,Play,1
997,The Lady with the Dog,Anton Chekhov,Short Story,1
998,The Steppe,Anton Chekhov,Fiction,1
999,The Duel,Anton Chekhov,Fiction,1
1000,The Black Monk,Anton Chekhov,Short Story,1
1001,The Peasants,Anton Chekhov,Fiction,1
1002,Ward No. 6,Anton Chekhov,Short Story,1
1003,The Bishop,Anton Chekhov,Short Story,1
1004,The Darling,Anton Chekhov,Short Story,1
1005,The Student,Anton Chekhov,Short Story,1
1006,The Grasshopper,Anton Chekhov,Short Story,1
1007,A Boring Story,Anton Chekhov,Short Story,1
1008,Three Years,Anton Chekhov,Fiction,1
1009,My Life,Anton Chekhov,Fiction,1
1010,The Party,Anton Chekhov,Short Story,1
1011,The Duel,Anton Chekhov,Fiction,1
1012,The Steppe,Anton Chekhov,Fiction,1
1013,The Kiss,Anton Chekhov,Short Story,1
1014,The Name-Day Party,Anton Chekhov,Short Story,1
1015,Kashtanka,Anton Chekhov,Short Story,1
1016,The Horse-Stealers,Anton Chekhov,Short Story,1
1017,The House with the Mezzanine,Anton Chekhov,Short Story,1
1018,The Man in a Case,Anton Chekhov,Short Story,1
1019,Gooseberries,Anton Chekhov,Short Story,1
1020,About Love,Anton Chekhov,Short Story,1
1021,The Bet,Anton Chekhov,Short Story,1
1022,Sakhalin Island,Anton Chekhov,Non-Fiction,1
1023,The Complete Short Novels,Anton Chekhov,Fiction,1
1024,Anton Chekhov's Short Stories,Anton Chekhov,Short Stories,1
1025,The Selected Letters of Anton Chekhov,Anton Chekhov,Letters,1
1026,The Last Interview and Other Conversations,Anton Chekhov,Interviews,1
1027,Pride and Prejudice,Jane Austen,Romance,1
1028,Sense and Sensibility,Jane Austen,Romance,1
1029,Emma,Jane Austen,Romance,1
1030,Mansfield Park,Jane Austen,Romance,1
1031,Persuasion,Jane Austen,Romance,1
1032,Northanger Abbey,Jane Austen,Romance,1
1033,Lady Susan,Jane Austen,Fiction,1
1034,The Watsons,Jane Austen,Fiction,1
1035,Sanditon,Jane Austen,Fiction,1
1036,Love and Freindship,Jane Austen,Fiction,1
1037,The Complete Novels of Jane Austen,Jane Austen,Fiction,1
1038,The Complete Works of Jane Austen,Jane Austen,Fiction,1
1039,Jane Austen's Letters,Jane Austen,Letters,1
1040,The Wit and Wisdom of Jane Austen,Jane Austen,Non-Fiction,1
1041,Jane Austen: A Life,Claire Tomalin,Biography,1
1042,A Jane Austen Education,William Deresiewicz,Non-Fiction,1
1043,Madame Bovary,Gustave Flaubert,Fiction,1
1044,Sentimental Education,Gustave Flaubert,Fiction,1
1045,Salammbo,Gustave Flaubert,Fiction,1
1046,Three Tales,Gustave Flaubert,Fiction,1
1047,Bouvard and Pécuchet,Gustave Flaubert,Fiction,1
1048,The Temptation of Saint Anthony,Gustave Flaubert,Fiction,1
1049,Dictionary of Received Ideas,Gustave Flaubert,Non-Fiction,1
1050,The Selected Letters of Gustave Flaubert,Gustave Flaubert,Letters,1
1051,The Last Interview and Other Conversations,Gustave Flaubert,Interviews,1
1052,Don Quixote,Miguel de Cervantes,Fiction,1
1053,The Exemplary Novels,Miguel de Cervantes,Fiction,1
1054,La Galatea,Miguel de Cervantes,Fiction,1
1055,Journey to Parnassus,Miguel de Cervantes,Poetry,1
1056,The Bagnios of Algiers,Miguel de Cervantes,Play,1
1057,The Siege of Numantia,Miguel de Cervantes,Play,1
1058,The Colloquy of the Dogs,Miguel de Cervantes,Fiction,1
1059,Rinconete and Cortadillo,Miguel de Cervantes,Fiction,1
1060,The Dialogue of the Dogs,Miguel de Cervantes,Fiction,1
1061,Persiles and Sigismunda,Miguel de Cervantes,Fiction,1
1062,Miguel de Cervantes: A Life,William Egginton,Biography,1
1063,The Collected Works of Miguel de Cervantes,Miguel de Cervantes,Fiction,1
1064,A Connecticut Yankee in King Arthur's Court,Mark Twain,Fiction,1
1065,The Adventures of Tom Sawyer,Mark Twain,Fiction,1
1066,The Adventures of Huckleberry Finn,Mark Twain,Fiction,1
1067,Pudd'nhead Wilson,Mark Twain,Fiction,1
1068,The Prince and the Pauper,Mark Twain,Fiction,1
1069,Life on the Mississippi,Mark Twain,Non-Fiction,1
1070,Roughing It,Mark Twain,Non-Fiction,1
1071,The Innocents Abroad,Mark Twain,Non-Fiction,1
1072,Following the Equator,Mark Twain,Non-Fiction,1
1073,The Mysterious Stranger,Mark Twain,Fiction,1
1074,The Gilded Age,Mark Twain,Fiction,1
1075,The Man That Corrupted Hadleyburg,Mark Twain,Fiction,1
1077,The Celebrated Jumping Frog of Calaveras County,Mark Twain,Short Story,1
1078,Personal Recollections of Joan of Arc,Mark Twain,Fiction,1
1079,Autobiography of Mark Twain,Mark Twain,Autobiography,1
1080,The Complete Short Stories of Mark Twain,Mark Twain,Short Stories,1
1081,The Complete Essays of Mark Twain,Mark Twain,Essays,1
1082,Letters from the Earth,Mark Twain,Fiction,1
1083,The Diaries of Adam and Eve,Mark Twain,Fiction,1
1084,The Complete Works of Mark Twain,Mark Twain,Various,1
1085,Mark Twain: A Life,Ron Powers,Biography,1
1086,The Last Interview and Other Conversations,Mark Twain,Interviews,1
1087,Oliver Twist,Charles Dickens,Fiction,1
1088,A Tale of Two Cities,Charles Dickens,Fiction,1
1089,Great Expectations,Charles Dickens,Fiction,1
1090,David Copperfield,Charles Dickens,Fiction,1
1091,Bleak House,Charles Dickens,Fiction,1
1092,Hard Times,Charles Dickens,Fiction,1
1093,The Pickwick Papers,Charles Dickens,Fiction,1
1094,The Old Curiosity Shop,Charles Dickens,Fiction,1
1095,Nicholas Nickleby,Charles Dickens,Fiction,1
1096,Dombey and Son,Charles Dickens,Fiction,1
1097,Little Dorrit,Charles Dickens,Fiction,1
1098,Our Mutual Friend,Charles Dickens,Fiction,1
1099,Martin Chuzzlewit,Charles Dickens,Fiction,1
1100,The Mystery of Edwin Drood,Charles Dickens,Fiction,1
1101,A Christmas Carol,Charles Dickens,Fiction,1
1102,The Chimes,Charles Dickens,Fiction,1
1103,The Cricket on the Hearth,Charles Dickens,Fiction,1
1104,The Battle of Life,Charles Dickens,Fiction,1
1105,The Haunted Man and the Ghost's Bargain,Charles Dickens,Fiction,1
1106,American Notes,Charles Dickens,Non-Fiction,1
1107,Pictures from Italy,Charles Dickens,Non-Fiction,1
1108,The Life of Our Lord,Charles Dickens,Non-Fiction,1
1109,A Child's History of England,Charles Dickens,Non-Fiction,1
1110,The Uncommercial Traveller,Charles Dickens,Non-Fiction,1
1111,Complete Ghost Stories,Charles Dickens,Fiction,1
1112,Selected Journalism 1850-1870,Charles Dickens,Non-Fiction,1
1113,Speeches Literary and Social,Charles Dickens,Non-Fiction,1
1114,The Complete Works of Charles Dickens,Charles Dickens,Various,1
1115,Charles Dickens: A Life,Claire Tomalin,Biography,1
1116,The Last Interview and Other Conversations,Charles Dickens,Interviews,1
1117,The Scarlet Letter,Nathaniel Hawthorne,Fiction,1
1118,The House of the Seven Gables,Nathaniel Hawthorne,Fiction,1
1119,The Blithedale Romance,Nathaniel Hawthorne,Fiction,1
1120,The Marble Faun,Nathaniel Hawthorne,Fiction,1
1121,Twice-Told Tales,Nathaniel Hawthorne,Short Stories,1
1122,Mosses from an Old Manse,Nathaniel Hawthorne,Short Stories,1
1123,The Snow-Image and Other Twice-Told Tales,Nathaniel Hawthorne,Short Stories,1
1124,A Wonder-Book for Girls and Boys,Nathaniel Hawthorne,Children's Literature,1
1125,Tanglewood Tales,Nathaniel Hawthorne,Children's Literature,1
1126,The Celestial Railroad and Other Stories,Nathaniel Hawthorne,Short Stories,1
1127,Young Goodman Brown and Other Tales,Nathaniel Hawthorne,Short Stories,1
1128,The Complete Novels of Nathaniel Hawthorne,Nathaniel Hawthorne,Fiction,1
1129,The American Notebooks,Nathaniel Hawthorne,Non-Fiction,1
1130,The English Notebooks,Nathaniel Hawthorne,Non-Fiction,1
1131,The French and Italian Notebooks,Nathaniel Hawthorne,Non-Fiction,1
1132,Septimius Felton,Nathaniel Hawthorne,Fiction,1
1133,Fanshawe,Nathaniel Hawthorne,Fiction,1
1134,The Dolliver Romance,Nathaniel Hawthorne,Fiction,1
1135,Doctor Grimshawe's Secret,Nathaniel Hawthorne,Fiction,1
1136,The Life of Franklin Pierce,Nathaniel Hawthorne,Biography,1
1137,Our Old Home,Nathaniel Hawthorne,Non-Fiction,1
1138,The Complete Works of Nathaniel Hawthorne,Nathaniel Hawthorne,Various,1
1139,Hawthorne: A Life,Brenda Wineapple,Biography,1
1140,The Last Interview and Other Conversations,Nathaniel Hawthorne,Interviews,1
1141,Wuthering Heights,Emily Brontë,Fiction,1
1142,The Complete Poems of Emily Brontë,Emily Brontë,Poetry,1
1144,Jane Eyre,Charlotte Brontë,Fiction,1
1145,Shirley,Charlotte Brontë,Fiction,1
1146,Villette,Charlotte Brontë,Fiction,1
1147,The Professor,Charlotte Brontë,Fiction,1
1148,The Tenant of Wildfell Hall,Anne Brontë,Fiction,1
1149,Agnes Grey,Anne Brontë,Fiction,1
1150,The Brontës: A Life in Letters,Juliet Barker,Biography,1
1151,The Life of Charlotte Brontë,Elizabeth Gaskell,Biography,1
1152,The Last Interview and Other Conversations,Charlotte Brontë,Interviews,1
1153,Moby-Dick,Herman Melville,Fiction,1
1154,Billy Budd Sailor,Herman Melville,Fiction,1
1155,Typee,Herman Melville,Fiction,1
1156,Omoo,Herman Melville,Fiction,1
1157,White-Jacket,Herman Melville,Fiction,1
1158,Redburn,Herman Melville,Fiction,1
1159,Pierre,Herman Melville,Fiction,1
1160,The Confidence-Man,Herman Melville,Fiction,1
1161,Israel Potter,Herman Melville,Fiction,1
1162,Mardi,Herman Melville,Fiction,1
1163,Clarel,Herman Melville,Poetry,1
1164,Battle-Pieces and Aspects of the War,Herman Melville,Poetry,1
1165,John Marr and Other Sailors,Herman Melville,Poetry,1
1166,Timoleon,Herman Melville,Poetry,1
1167,The Piazza Tales,Herman Melville,Short Stories,1
1168,The Apple-Tree Table and Other Sketches,Herman Melville,Short Stories,1
1169,The Complete Short Stories of Herman Melville,Herman Melville,Short Stories,1
1170,The Complete Poems of Herman Melville,Herman Melville,Poetry,1
1171,Journal of a Visit to London and the Continent,Herman Melville,Non-Fiction,1
1172,Journals,Herman Melville,Non-Fiction,1
1173,Correspondence,Herman Melville,Letters,1
1174,The Complete Works of Herman Melville,Herman Melville,Various,1
1175,Herman Melville: A Biography,Hershel Parker,Biography,1
1176,The Last Interview and Other Conversations,Herman Melville,Interviews,1
1177,Leaves of Grass,Walt Whitman,Poetry,1
1178,Drum-Taps,Walt Whitman,Poetry,1
1179,Specimen Days & Collect,Walt Whitman,Non-Fiction,1
1180,Franklin Evans,Walt Whitman,Fiction,1
1181,Democratic Vistas,Walt Whitman,Non-Fiction,1
1182,The Complete Prose Works of Walt Whitman,Walt Whitman,Prose,1
1183,The Correspondence of Walt Whitman,Walt Whitman,Letters,1
1184,The Complete Poems of Walt Whitman,Walt Whitman,Poetry,1
1185,Walt Whitman's Diary in Canada,Walt Whitman,Diary,1
1186,November Boughs,Walt Whitman,Prose,1
1187,Memoranda During the War,Walt Whitman,Non-Fiction,1
1188,Complete Poetry and Collected Prose,Walt Whitman,Poetry/Prose,1
1189,The Complete Works of Walt Whitman,Walt Whitman,Various,1
1190,Walt Whitman: A Life,Justin Kaplan,Biography,1
1191,The Last Interview and Other Conversations,Walt Whitman,Interviews,1
1192,The Collected Poems of Emily Dickinson,Emily Dickinson,Poetry,1
1193,Selected Letters of Emily Dickinson,Emily Dickinson,Letters,1
1194,The Complete Poems of Emily Dickinson,Emily Dickinson,Poetry,1
1195,My Wars Are Laid Away in Books: The Life of Emily Dickinson,Alfred Habegger,Biography,1
1196,The Best Poems of Emily Dickinson,Emily Dickinson,Poetry,1
1197,Emily Dickinson: A Life,Cynthia Griffin Wolff,Biography,1
1198,The Complete Letters of Emily Dickinson,Emily Dickinson,Letters,1
1199,The Poems of Emily Dickinson: Reading Edition,Emily Dickinson,Poetry,1
1200,The Complete Poems of Emily Dickinson: Reading Edition,Emily Dickinson,Poetry,1
1201,The Portable Emily Dickinson,Emily Dickinson,Poetry,1
1202,The Last Interview and Other Conversations,Emily Dickinson,Interviews,1
1203,Paradise Lost,John Milton,Poetry,1
1204,Paradise Regained,John Milton,Poetry,1
1205,Samson Agonistes,John Milton,Poetry,1
1206,Lycidas,John Milton,Poetry,1
1207,Comus,John Milton,Poetry,1
1208,Areopagitica,John Milton,Prose,1
1209,The Complete Poems of John Milton,John Milton,Poetry,1
1210,The Complete Prose Works of John Milton,John Milton,Prose,1
1211,The Complete Works of John Milton,John Milton,Various,1
1212,L'Allegro and Il Penseroso,John Milton,Poetry,1
1213,Of Education,John Milton,Prose,1
1214,The Doctrine and Discipline of Divorce,John Milton,Prose,1
1215,The Tenure of Kings and Magistrates,John Milton,Prose,1
1216,Eikonoklastes,John Milton,Prose,1
1217,The Ready and Easy Way to Establish a Free Commonwealth,John Milton,Prose,1
1218,John Milton: A Life,A.N. Wilson,Biography,1
1219,The Last Interview and Other Conversations,John Milton,Interviews,1
1220,The Canterbury Tales,Geoffrey Chaucer,Poetry,1
1221,Troilus and Criseyde,Geoffrey Chaucer,Poetry,1
1222,The Book of the Duchess,Geoffrey Chaucer,Poetry,1
1223,The House of Fame,Geoffrey Chaucer,Poetry,1
1224,The Parliament of Fowls,Geoffrey Chaucer,Poetry,1
1225,The Legend of Good Women,Geoffrey Chaucer,Poetry,1
1226,Anelida and Arcite,Geoffrey Chaucer,Poetry,1
1227,The Treatise on the Astrolabe,Geoffrey Chaucer,Prose,1
1228,The Romaunt of the Rose,Geoffrey Chaucer,Poetry,1
1229,The Complete Works of Geoffrey Chaucer,Geoffrey Chaucer,Various,1
1230,Chaucer: A European Life,Marion Turner,Biography,1
1231,The Last Interview and Other Conversations,Geoffrey Chaucer,Interviews,1
1232,The Divine Comedy,Dante Alighieri,Poetry,1
1233,The New Life,Dante Alighieri,Poetry,1
1234,The Banquet,Dante Alighieri,Poetry,1
1235,On Monarchy,Dante Alighieri,Prose,1
1236,On the Eloquence of the Vernacular,Dante Alighieri,Prose,1
1237,Eclogues,Dante Alighieri,Poetry,1
1238,Epistles,Dante Alighieri,Prose,1
1239,The Rime Petrose,Dante Alighieri,Poetry,1
1240,The Complete Works of Dante Alighieri,Dante Alighieri,Various,1
1241,Dante: A Life,R.W.B. Lewis,Biography,1
1242,The Last Interview and Other Conversations,Dante Alighieri,Interviews,1
1243,Ulysses,James Joyce,Fiction,1
1244,A Portrait of the Artist as a Young Man,James Joyce,Fiction,1
1245,Dubliners,James Joyce,Short Stories,1
1246,Finnegans Wake,James Joyce,Fiction,1
1247,Exiles,James Joyce,Play,1
1248,Stephen Hero,James Joyce,Fiction,1
1249,Chamber Music,James Joyce,Poetry,1
1250,Pomes Penyeach,James Joyce,Poetry,1
1251,Collected Poems of James Joyce,James Joyce,Poetry,1
1252,The Cat and the Devil,James Joyce,Children's Literature,1
1253,The Complete Works of James Joyce,James Joyce,Various,1
1254,James Joyce: A Biography,Gordon Bowker,Biography,1
1255,The Last Interview and Other Conversations,James Joyce,Interviews,1
1256,In Search of Lost Time,Marcel Proust,Fiction,1
1257,Swann's Way,Marcel Proust,Fiction,1
1258,In the Shadow of Young Girls in Flower,Marcel Proust,Fiction,1
1259,The Guermantes Way,Marcel Proust,Fiction,1
1260,Sodom and Gomorrah,Marcel Proust,Fiction,1
1261,The Prisoner,Marcel Proust,Fiction,1
1262,The Fugitive,Marcel Proust,Fiction,1
1263,Time Regained,Marcel Proust,Fiction,1
1264,Jean Santeuil,Marcel Proust,Fiction,1
1265,Pleasures and Days,Marcel Proust,Fiction,1
1266,Against Sainte-Beuve,Marcel Proust,Criticism,1
1267,Pastiches and Mixtures,Marcel Proust,Fiction,1
1268,Marcel Proust: Selected Letters,Marcel Proust,Letters,1
1269,Marcel Proust: A Life,William C. Carter,Biography,1
1270,The Last Interview and Other Conversations,Marcel Proust,Interviews,1
1271,Mrs. Dalloway,Virginia Woolf,Fiction,1
1272,To the Lighthouse,Virginia Woolf,Fiction,1
1273,Orlando,Virginia Woolf,Fiction,1
1274,The Waves,Virginia Woolf,Fiction,1
1275,Between the Acts,Virginia Woolf,Fiction,1
1276,Night and Day,Virginia Woolf,Fiction,1
1277,Jacob's Room,Virginia Woolf,Fiction,1
1278,The Years,Virginia Woolf,Fiction,1
1279,The Voyage Out,Virginia Woolf,Fiction,1
1280,Flush,Virginia Woolf,Fiction,1
1281,A Room of One's Own,Virginia Woolf,Essay,1
1282,Three Guineas,Virginia Woolf,Essay,1
1283,The Common Reader: First Series,Virginia Woolf,Essays,1
1284,The Common Reader: Second Series,Virginia Woolf,Essays,1
1285,The Death of the Moth and Other Essays,Virginia Woolf,Essays,1
1286,The Moment and Other Essays,Virginia Woolf,Essays,1
1287,The Captain's Death Bed and Other Essays,Virginia Woolf,Essays,1
1288,Granite and Rainbow,Virginia Woolf,Essays,1
1289,A Writer's Diary,Virginia Woolf,Diary,1
1290,The Diary of Virginia Woolf,Virginia Woolf,Diary,1
1291,The Letters of Virginia Woolf,Virginia Woolf,Letters,1
1292,Moments of Being,Virginia Woolf,Autobiography,1
1293,Roger Fry: A Biography,Virginia Woolf,Biography,1
1294,Freshwater,Virginia Woolf,Play,1
1295,The Complete Works of Virginia Woolf,Virginia Woolf,Various,1
1296,Virginia Woolf: A Biography,Hermione Lee,Biography,1
1297,The Last Interview and Other Conversations,Virginia Woolf,Interviews,1
1298,The Trial,Franz Kafka,Fiction,1
1299,The Castle,Franz Kafka,Fiction,1
1300,Amerika,Franz Kafka,Fiction,1
1301,The Metamorphosis,Franz Kafka,Fiction,1
1302,A Hunger Artist,Franz Kafka,Short Stories,1
1303,In the Penal Colony,Franz Kafka,Short Story,1
1304,The Judgment,Franz Kafka,Short Story,1
1305,The Complete Stories of Franz Kafka,Franz Kafka,Short Stories,1
1306,The Diaries of Franz Kafka,Franz Kafka,Diary,1
1307,Letters to Felice,Franz Kafka,Letters,1
1308,Letters to Milena,Franz Kafka,Letters,1
1309,Letters to Friends Family and Editors,Franz Kafka,Letters,1
1310,The Complete Works of Franz Kafka,Franz Kafka,Various,1
1311,Kafka: A Biography,Reiner Stach,Biography,1
1312,The Last Interview and Other Conversations,Franz Kafka,Interviews,1
1313,One Hundred Years of Solitude,Gabriel García Márquez,Fiction,1
1314,Love in the Time of Cholera,Gabriel García Márquez,Fiction,1
1315,Chronicle of a Death Foretold,Gabriel García Márquez,Fiction,1
1316,The Autumn of the Patriarch,Gabriel García Márquez,Fiction,1
1317,The General in His Labyrinth,Gabriel García Márquez,Fiction,1
1318,Of Love and Other Demons,Gabriel García Márquez,Fiction,1
1319,No One Writes to the Colonel,Gabriel García Márquez,Fiction,1
1320,Leaf Storm,Gabriel García Márquez,Fiction,1
1321,In Evil Hour,Gabriel García Márquez,Fiction,1
1322,Strange Pilgrims,Gabriel García Márquez,Short Stories,1
1323,Innocent Eréndira and Other Stories,Gabriel García Márquez,Short Stories,1
1324,The Story of a Shipwrecked Sailor,Gabriel García Márquez,Non-Fiction,1
1325,News of a Kidnapping,Gabriel García Márquez,Non-Fiction,1
1326,Living to Tell the Tale,Gabriel García Márquez,Autobiography,1
1327,Memories of My Melancholy Whores,Gabriel García Márquez,Fiction,1
1328,The Complete Works of Gabriel García Márquez,Gabriel García Márquez,Various,1
1329,Gabriel García Márquez: A Life,Gerald Martin,Biography,1
1330,The Last Interview and Other Conversations,Gabriel García Márquez,Interviews,1
1331,The Sound and the Fury,William Faulkner,Fiction,1
1332,As I Lay Dying,William Faulkner,Fiction,1
1333,Absalom Absalom!,William Faulkner,Fiction,1
1334,Light in August,William Faulkner,Fiction,1
1335,The Hamlet,William Faulkner,Fiction,1
1336,The Town,William Faulkner,Fiction,1
1337,The Mansion,William Faulkner,Fiction,1
1338,Go Down Moses,William Faulkner,Fiction,1
1339,Intruder in the Dust,William Faulkner,Fiction,1
1340,Sanctuary,William Faulkner,Fiction,1
1341,Requiem for a Nun,William Faulkner,Fiction,1
1342,The Wild Palms,William Faulkner,Fiction,1
1343,The Reivers,William Faulkner,Fiction,1
1344,A Fable,William Faulkner,Fiction,1
1345,Soldiers' Pay,William Faulkner,Fiction,1
1346,Mosquitoes,William Faulkner,Fiction,1
1347,Sartoris,William Faulkner,Fiction,1
1348,Pylon,William Faulkner,Fiction,1
1349,The Unvanquished,William Faulkner,Fiction,1
1350,Flags in the Dust,William Faulkner,Fiction,1
1351,Knight's Gambit,William Faulkner,Short Stories,1
1352,Collected Stories of William Faulkner,William Faulkner,Short Stories,1
1353,New Orleans Sketches,William Faulkner,Short Stories,1
1354,The Portable Faulkner,William Faulkner,Fiction,1
1355,Selected Letters of William Faulkner,William Faulkner,Letters,1
1356,Essays Speeches and Public Letters,William Faulkner,Non-Fiction,1
1357,The Complete Works of William Faulkner,William Faulkner,Various,1
1358,William Faulkner: A Life,Joseph Blotner,Biography,1
1359,The Last Interview and Other Conversations,William Faulkner,Interviews,1
1360,The Great Gatsby,F. Scott Fitzgerald,Fiction,1
